Player + Season,Player,Rights,Position,Leagues,Teams,Season ,Draft Year,Age,DY-1 NHLe,NHLe,Star %,Make %
https://www.eliteprospects.com/player/576385/jonathan-henzeJonathan Henze2022,Jonathan Henze,Unsigned,F,j20-elit,Borlange HF J20,2022,1,18.02,0.51,1.84,0.28%,2.64%
https://www.eliteprospects.com/player/592454/bennett-zmolekBennett Zmolek2022,Bennett Zmolek,Unsigned,D,ncaa,Minnesota State Univ. (Mankato),2022,2,19.41,1.92,3.97,0.28%,1.47%
https://www.eliteprospects.com/player/616255/cal-thomasCal Thomas2022,Cal Thomas,Arizona Coyotes,D,ushl,totals,2022,1,18.36,1.82,4.81,0.28%,1.22%
https://www.eliteprospects.com/player/359582/yegor-filinYegor Filin2022,Yegor Filin,Unsigned,F,vhl,Zvezda Moskva,2022,5,22.29,,10,0.28%,0.61%
https://www.eliteprospects.com/player/466855/patrick-isiguzoPatrick Isiguzo2022,Patrick Isiguzo,Unsigned,F,u20 sm-liiga,Kiekko-Espoo U20,2022,1,18.77,2.73,3.75,0.28%,0.34%
https://www.eliteprospects.com/player/413171/kadyn-chabotKadyn Chabot2022,Kadyn Chabot,Unsigned,F,ajhl,Drayton Valley Thunder,2022,2,19.68,2.23,5.95,0.28%,0.20%
https://www.eliteprospects.com/player/346981/axel-kumlinAxel Kumlin2022,Axel Kumlin,Unsigned,D,ushl,Dubuque Fighting Saints,2022,2,19.56,1.25,4.45,0.28%,1.03%
https://www.eliteprospects.com/player/509899/liam-valenteLiam Valente2022,Liam Valente,Unsigned,F,superelit,Linkoping HC J20,2022,1,18.32,1.96,7.66,0.28%,1.05%
https://www.eliteprospects.com/player/423699/hugo-gabrielsonHugo Gabrielson2022,Hugo Gabrielson,Vancouver Canucks,D,allsvenskan,Vasterviks IK,2022,1,18.89,3.18,2.16,0.28%,0.19%
https://www.eliteprospects.com/player/512186/ean-somozaEan Somoza2022,Ean Somoza,Unsigned,F,"ushl, bchl","Sioux Falls Stampede, Wenatchee Wild",2022,1,18.6,4.09,6.67,0.28%,1.23%
https://www.eliteprospects.com/player/478439/michael-rubinMichael Rubin2022,Michael Rubin,Unsigned,D,ushl,totals,2022,1,18.37,2.25,1.09,0.27%,0.27%
https://www.eliteprospects.com/player/534190/raimonds-vitolinsRaimonds Vitolins2022,Raimonds Vitolins,Unsigned,F,ncaa,Univ. of Vermont,2022,2,19.67,5.82,2.98,0.27%,0.52%
https://www.eliteprospects.com/player/283287/brandon-scanlinBrandon Scanlin2022,Brandon Scanlin,New York Rangers,D,"ncaa, ahl","Univ. of Nebraska-Omaha, Hartford Wolf Pack",2022,5,22.29,1.33,9.9,0.27%,9.30%
https://www.eliteprospects.com/player/497477/rhett-pitlickRhett Pitlick2022,Rhett Pitlick,Montreal Canadiens,F,ncaa,Univ. of Minnesota,2022,3,20.6,3.96,9.53,0.27%,0.57%
https://www.eliteprospects.com/player/699327/vladimir-uteshevVladimir Uteshev2022,Vladimir Uteshev,Unsigned,F,nmhl,Sokol Kursk,2022,1,18.19,1.39,3.01,0.27%,0.84%
https://www.eliteprospects.com/player/522345/jakub-sedivyJakub Sedivy2022,Jakub Sedivy,Unsigned,D,"czech, czech-u20, czech2","Bili Tygri Liberec, Bili Tygri Liberec U20, HC Benatky nad Jizerou",2022,1,18.35,3.94,3.89,0.27%,1.98%
https://www.eliteprospects.com/player/566403/owen-westOwen West2022,Owen West,Unsigned,D,nahl,Jamestown Rebels,2022,0,17.29,1.76,3.16,0.27%,0.99%
https://www.eliteprospects.com/player/311043/anthony-callinAnthony Callin2022,Anthony Callin,Unsigned,F,ncaa,Clarkson Univ.,2022,5,22.73,3.05,12.1,0.27%,0.79%
https://www.eliteprospects.com/player/484686/richard-nemecRichard Nemec2022,Richard Nemec,Unsigned,F,"slovakia-u20, slovakia2","HK Skalica U20, HK Skalica",2022,2,19.31,1.87,10.69,0.27%,0.78%
https://www.eliteprospects.com/player/487310/ossian-sjodinOssian Sjodin2022,Ossian Sjodin,Unsigned,F,j20-elit,IF Bjorkloven J20,2022,1,18.1,2.48,3.06,0.27%,1.51%
https://www.eliteprospects.com/player/465910/anton-hansson-myhrenAnton Hansson Myhren2022,Anton Hansson Myhren,Unsigned,D,division-2,Kramfors-Alliansen,2022,3,20.62,1.1,2.02,0.27%,0.06%
https://www.eliteprospects.com/player/639864/dom-balboniDom Balboni2022,Dom Balboni,Unsigned,F,usphl-premier,Springfield Jr. Pics,2022,1,18.01,6.38,2.25,0.27%,0.59%
https://www.eliteprospects.com/player/484176/zachary-royZachary Roy2022,Zachary Roy,Unsigned,F,qmjhl,totals,2022,2,19.69,1.63,9.06,0.27%,0.81%
https://www.eliteprospects.com/player/318363/lasse-mortensenLasse Mortensen2022,Lasse Mortensen,Unsigned,D,denmark,Herlev Eagles,2022,4,21.13,0.33,4.45,0.27%,0.81%
https://www.eliteprospects.com/player/404742/cameron-hillisCameron Hillis2022,Cameron Hillis,Montreal Canadiens,F,"echl, ahl","Trois-Rivieres Lions, Laval Rocket",2022,4,21.23,2.42,10.42,0.27%,0.65%
https://www.eliteprospects.com/player/334889/adam-ziakAdam Ziak2022,Adam Ziak,Unsigned,D,slovakia,totals,2022,5,22.15,0.67,4.21,0.27%,0.28%
https://www.eliteprospects.com/player/483424/aidan-litkeAidan Litke2022,Aidan Litke,Unsigned,F,whl,Portland Winterhawks,2022,1,18.5,3.18,5.52,0.27%,0.93%
https://www.eliteprospects.com/player/376065/jiri-parviainenJiri Parviainen2022,Jiri Parviainen,Unsigned,F,mestis,Hokki,2022,3,20.83,2.63,9.48,0.27%,0.35%
https://www.eliteprospects.com/player/481984/logen-hammettLogen Hammett2022,Logen Hammett,Unsigned,D,whl,Brandon Wheat Kings,2022,1,18.45,,3.36,0.27%,0.82%
https://www.eliteprospects.com/player/465181/jayden-strubleJayden Struble2022,Jayden Struble,Montreal Canadiens,D,ncaa,Northeastern Univ.,2022,3,20.02,2.33,6.54,0.27%,7.35%
https://www.eliteprospects.com/player/574619/viking-gustafsson-nybergViking Gustafsson Nyberg2022,Viking Gustafsson Nyberg,Unsigned,D,superelit,Leksands IF J20,2022,0,17.99,3.87,2.62,0.27%,1.38%
https://www.eliteprospects.com/player/512112/jake-martinJake Martin2022,Jake Martin,Unsigned,D,ncaa,Univ. of Wisconsin,2022,1,18.5,2.67,0,0.27%,0.21%
https://www.eliteprospects.com/player/416993/reese-beltonReese Belton2022,Reese Belton,Unsigned,F,whl,Kamloops Blazers,2022,2,19.44,1.91,6.15,0.27%,0.92%
https://www.eliteprospects.com/player/473652/connor-trenholmConnor Trenholm2022,Connor Trenholm,Unsigned,F,qmjhl,totals,2022,1,18.11,1.2,3.66,0.27%,1.12%
https://www.eliteprospects.com/player/391046/tyrel-bauerTyrel Bauer2022,Tyrel Bauer,Winnipeg Jets,D,whl,Seattle Thunderbirds,2022,2,19.48,2.53,3.62,0.27%,2.42%
https://www.eliteprospects.com/player/476025/robert-kincaidRobert Kincaid2022,Robert Kincaid,Unsigned,D,ajhl,Camrose Kodiaks,2022,2,19.34,1.72,4.16,0.27%,0.32%
https://www.eliteprospects.com/player/715077/alex-erlainAlex Erlain2022,Alex Erlain,Unsigned,F,naphl-18u,Pittsburgh Icemen 18U AAA,2022,0,17.99,,5.16,0.27%,0.45%
https://www.eliteprospects.com/player/266251/yegor-baranovYegor Baranov2022,Yegor Baranov,Unsigned,F,vhl,Gornyak-UGMK,2022,5,22.72,2.54,15.55,0.27%,0.95%
https://www.eliteprospects.com/player/407658/brandon-santa-juanaBrandon Santa Juana2022,Brandon Santa Juana,Unsigned,F,bchl,Salmon Arm Silverbacks,2022,2,19.11,2.73,6.57,0.27%,0.83%
https://www.eliteprospects.com/player/292750/linus-anderssonLinus Andersson2022,Linus Andersson,Unsigned,F,shl,totals,2022,5,22.38,2.06,12.06,0.27%,2.80%
https://www.eliteprospects.com/player/296341/samuel-desgroseilliersSamuel Desgroseilliers2022,Samuel Desgroseilliers,Unsigned,D,qmjhl,totals,2022,3,20.67,1.25,6.05,0.27%,0.13%
https://www.eliteprospects.com/player/297944/andrei-dan-filipAndrei Dan Filip2022,Andrei Dan Filip,Unsigned,F,romania,Steaua Bucuresti,2022,4,21.2,6.11,9.31,0.27%,1.51%
https://www.eliteprospects.com/player/698597/alexander-polushkinAlex Polushkin2022,Alex Polushkin,Unsigned,F,mhl,Belye Medvedi Chelyabinsk,2022,1,18.45,2.58,5.77,0.27%,0.69%
https://www.eliteprospects.com/player/699430/yegor-a.-volkovYegor A. Volkov2022,Yegor A. Volkov,Unsigned,D,nmhl,Olimpiya Kirovo-Chepetsk,2022,1,18.49,0.24,0.18,0.27%,0.12%
https://www.eliteprospects.com/player/291290/inaki-baraganoInaki Baragano2022,Inaki Baragano,Unsigned,D,nla,SC Rapperswil-Jona Lakers,2022,3,20.03,2.28,6.27,0.27%,0.56%
https://www.eliteprospects.com/player/510343/alex-gagneAlex Gagne2022,Alex Gagne,Tampa Bay Lightning,D,ncaa,Univ. of New Hampshire,2022,2,19.09,2.57,3.85,0.27%,7.40%
https://www.eliteprospects.com/player/465222/oliver-tuhkanenOliver Tuhkanen2022,Oliver Tuhkanen,Unsigned,D,"u20 sm-liiga, mestis","Jokerit U20, Kiekko-Vantaa",2022,3,20.34,0.47,3.06,0.27%,0.10%
https://www.eliteprospects.com/player/326581/brandon-cutlerBrandon Cutler2022,Brandon Cutler,Unsigned,F,"echl, ahl","Utah Grizzlies, Abbotsford Canucks",2022,4,21.7,0.91,9.84,0.27%,1.30%
https://www.eliteprospects.com/player/418063/igor-chibrikovIgor Chibrikov2022,Igor Chibrikov,Unsigned,D,ohl,Owen Sound Attack,2022,2,19.79,1.66,3.22,0.27%,0.89%
https://www.eliteprospects.com/player/465225/conor-lovettConor Lovett2022,Conor Lovett,Unsigned,F,ushl,Cedar Rapids RoughRiders,2022,3,20.44,2.9,6.36,0.27%,0.37%
https://www.eliteprospects.com/player/641526/tomas-silarTomas Silar2022,Tomas Silar,Unsigned,F,czech-u20,Pirati Chomutov U20,2022,0,17.27,,5.92,0.27%,0.71%
https://www.eliteprospects.com/player/573189/james-swanJames Swan2022,James Swan,Unsigned,F,qmjhl,Halifax Mooseheads,2022,0,17.7,4.99,3.46,0.27%,0.39%
https://www.eliteprospects.com/player/523476/rylen-roersmaRylen Roersma2022,Rylen Roersma,Unsigned,F,whl,Brandon Wheat Kings,2022,0,17.14,1.28,4.94,0.27%,1.43%
https://www.eliteprospects.com/player/293185/leon-wallnerLeon Wallner2022,Leon Wallner,Unsigned,F,"allsvenskan, superelit","Sodertalje SK, Sodertalje SK J20",2022,2,19.21,2.44,9,0.27%,1.62%
https://www.eliteprospects.com/player/542962/simon-grochSimon Groch2022,Simon Groch,Unsigned,D,"czech, czech-u20, czech2","HC Olomouc, HC Olomouc U20, AZ Havirov",2022,1,18.52,,4.06,0.27%,2.27%
https://www.eliteprospects.com/player/396538/artyom-serikovArtyom Serikov2022,Artyom Serikov,Unsigned,D,ahl,Chicago Wolves,2022,3,20.72,0.41,6.08,0.27%,0.87%
https://www.eliteprospects.com/player/540615/jaiden-morielloJaiden Moriello2022,Jaiden Moriello,Unsigned,F,ushs-prep,Kimball Union Academy,2022,1,18.37,1.16,3.31,0.27%,1.12%
https://www.eliteprospects.com/player/299924/keltie-jeri-leonKeltie Jeri-Leon2022,Keltie Jeri-Leon,Unsigned,F,"echl, ahl","Maine Mariners, totals",2022,4,21.66,0.76,7.2,0.27%,1.07%
https://www.eliteprospects.com/player/521694/tyler-cristallTyler Cristall2022,Tyler Cristall,Unsigned,F,bchl,West Kelowna Warriors,2022,2,19.34,2.11,7.64,0.27%,0.37%
https://www.eliteprospects.com/player/328600/albin-larssonAlbin Larsson2022,Albin Larsson,Unsigned,D,division-2,Norsjo HC,2022,4,21.43,0.27,0.99,0.27%,0.00%
https://www.eliteprospects.com/player/351170/eric-van-impeEric Van Impe2022,Eric Van Impe,Unsigned,D,whl,totals,2022,2,19.9,1.1,3.98,0.27%,1.60%
https://www.eliteprospects.com/player/795422/josh-czalijJosh Czalij2022,Josh Czalij,Unsigned,D,cahs,totals,2022,0,17.62,0.55,1.82,0.27%,2.23%
https://www.eliteprospects.com/player/567389/theo-jacobssonTheo Jacobsson2022,Theo Jacobsson,San Jose Sharks,F,"allsvenskan, superelit","MoDo Hockey, MoDo Hockey J20",2022,1,18.45,3.96,5.35,0.27%,0.52%
https://www.eliteprospects.com/player/282350/chase-woutersChase Wouters2022,Chase Wouters,Unsigned,F,ahl,Abbotsford Canucks,2022,4,21.6,4.5,9.58,0.27%,1.30%
https://www.eliteprospects.com/player/293224/felix-trudeauFelix Trudeau2022,Felix Trudeau,Unsigned,F,bchl,West Kelowna Warriors,2022,1,18.98,2.95,8.18,0.27%,1.19%
https://www.eliteprospects.com/player/588568/yegor-zelenovYegor Zelenov2022,Yegor Zelenov,Unsigned,D,"mhl, vhl","SKA-1946 St. Petersburg, SKA-Neva St. Petersburg",2022,2,19.22,0.65,3.46,0.27%,0.36%
https://www.eliteprospects.com/player/392591/artyom-zhukArtyom Zhuk2022,Artyom Zhuk,Unsigned,F,vhl,totals,2022,4,21.17,2.78,3.85,0.27%,1.08%
https://www.eliteprospects.com/player/568895/karl-persmanKarl Persman2022,Karl Persman,Unsigned,D,"allsvenskan, superelit","Vasteras IK, Vasteras IK J20",2022,1,18.16,0.72,1.09,0.27%,2.65%
https://www.eliteprospects.com/player/794346/ivan-seredaIvan Sereda2022,Ivan Sereda,Unsigned,F,belarus-vysshaya,Yunior Minsk,2022,0,17.78,4.65,4.19,0.27%,1.10%
https://www.eliteprospects.com/player/498735/brett-blissBrett Bliss2022,Brett Bliss,Unsigned,D,ncaa,Brown Univ.,2022,2,19.71,1.09,4.77,0.27%,2.29%
https://www.eliteprospects.com/player/697780/robert-chernovRobert Chernov2022,Robert Chernov,Unsigned,F,mhl,Reaktor Nizhnekamsk,2022,1,18.39,2.73,7.84,0.27%,1.81%
https://www.eliteprospects.com/player/248955/lucas-nordsaterLucas Nordsater2022,Lucas Nordsater,Unsigned,D,allsvenskan,Sodertalje SK,2022,5,22.94,1.78,6.98,0.27%,0.26%
https://www.eliteprospects.com/player/673230/ivan-churyukanovIvan Churyukanov2022,Ivan Churyukanov,Unsigned,F,mhl,MHK Dynamo St. Petersburg,2022,1,18.67,2.99,8.53,0.27%,1.25%
https://www.eliteprospects.com/player/668902/stepan-kuznetsovStepan Kuznetsov2022,Stepan Kuznetsov,Unsigned,F,nahl,totals,2022,0,17.48,2.27,5.13,0.27%,1.29%
https://www.eliteprospects.com/player/452036/maxim-musorovMaxim Musorov2022,Maxim Musorov,Unsigned,F,"ushl, khl, kazakhstan","Des Moines Buccaneers, Barys Nur-Sultan, Nomad Nur-Sultan",2022,3,20.3,4.4,7.18,0.27%,1.42%
https://www.eliteprospects.com/player/390147/brady-hunterBrady Hunter2022,Brady Hunter,Unsigned,F,bchl,Trail Smoke Eaters,2022,2,19.14,1.74,8.98,0.27%,0.40%
https://www.eliteprospects.com/player/339152/kieran-craigKieran Craig2022,Kieran Craig,Unsigned,F,qmjhl,totals,2022,3,20.08,1.34,7.84,0.27%,0.86%
https://www.eliteprospects.com/player/600858/andrew-leblancAndrew Leblanc2022,Andrew Leblanc,Unsigned,F,ohl,Kitchener Rangers,2022,0,17.28,,5.18,0.27%,0.89%
https://www.eliteprospects.com/player/518584/danil-alalykinDanil Alalykin2022,Danil Alalykin,Unsigned,F,khl,Salavat Yulaev Ufa,2022,3,20.47,2.38,12.66,0.27%,1.98%
https://www.eliteprospects.com/player/411159/carter-wilkieCarter Wilkie2022,Carter Wilkie,Unsigned,F,ncaa,RIT (Rochester Inst. of Tech.),2022,4,21.45,,12.54,0.27%,0.72%
https://www.eliteprospects.com/player/384414/justin-bergeronJustin Bergeron2022,Justin Bergeron,Unsigned,D,usports,Univ. of Quebec-Trois-Rivieres,2022,4,21,2.11,8.03,0.27%,4.70%
https://www.eliteprospects.com/player/402874/vladislav-pshenichnikovVladislav Pshenichnikov2022,Vladislav Pshenichnikov,Unsigned,F,mhl,Avto Yekaterinburg,2022,2,19.41,1.49,6.24,0.27%,1.77%
https://www.eliteprospects.com/player/410615/mathieu-bizierMathieu Bizier2022,Mathieu Bizier,Unsigned,F,qmjhl,Gatineau Olympiques,2022,3,20.34,3.46,8.96,0.27%,0.90%
https://www.eliteprospects.com/player/201481/marc-del-gaizoMarc Del Gaizo2022,Marc Del Gaizo,Nashville Predators,D,ahl,Milwaukee Admirals,2022,4,21.93,4.65,9.06,0.27%,2.91%
https://www.eliteprospects.com/player/415680/ben-woodhouseBen Woodhouse2022,Ben Woodhouse,Unsigned,F,usports,Univ. of Toronto,2022,4,21.66,,11.92,0.27%,0.14%
https://www.eliteprospects.com/player/623814/barrett-hallBarrett Hall2022,Barrett Hall,Unsigned,F,"ushs-mn, nahl","Gentry Academy, Minnesota Wilderness",2022,0,17.71,3.96,5.7,0.27%,0.98%
https://www.eliteprospects.com/player/403113/holden-katzalayHolden Katzalay2022,Holden Katzalay,Unsigned,F,usports,Queen's Univ.,2022,4,21.68,,15.59,0.27%,2.04%
https://www.eliteprospects.com/player/556904/atte-lehikoinenAtte Lehikoinen2022,Atte Lehikoinen,Unsigned,D,u20 sm-liiga,KalPa U20,2022,1,18.2,2.23,2.6,0.27%,0.49%
https://www.eliteprospects.com/player/505432/aden-bruichAden Bruich2022,Aden Bruich,Unsigned,F,nahl,Maryland Black Bears,2022,2,19.53,1.56,3.21,0.27%,0.69%
https://www.eliteprospects.com/player/422105/mason-wardMason Ward2022,Mason Ward,Unsigned,D,whl,Brandon Wheat Kings,2022,2,19.35,0.96,3.96,0.27%,3.52%
https://www.eliteprospects.com/player/538374/ethan-strakyEthan Straky2022,Ethan Straky,Unsigned,D,ushl,Green Bay Gamblers,2022,1,18.41,4.44,2.67,0.27%,0.51%
https://www.eliteprospects.com/player/299322/joona-riekkinenJoona Riekkinen2022,Joona Riekkinen,Unsigned,D,liiga,KalPa,2022,5,22.53,1.21,4.52,0.27%,0.44%
https://www.eliteprospects.com/player/640131/owen-johnstonOwen Johnston2022,Owen Johnston,Unsigned,D,usphl-premier,Boston Jr. Bruins,2022,0,17.28,,3.18,0.27%,1.42%
https://www.eliteprospects.com/player/228326/viliam-cachoViliam Cacho2022,Viliam Cacho,Unsigned,F,slovakia,HC Presov,2022,5,22.92,2.3,15.02,0.27%,0.51%
https://www.eliteprospects.com/player/350697/ludvig-levinssonLudvig Levinsson2022,Ludvig Levinsson,Unsigned,F,division-1,Halmstad Hammers HC,2022,3,20.34,1.87,9.92,0.27%,0.72%
https://www.eliteprospects.com/player/350686/theo-nordlundTheo Nordlund2022,Theo Nordlund,Unsigned,D,allsvenskan,Kristianstads IK,2022,2,19.16,0.68,4.02,0.27%,1.10%
https://www.eliteprospects.com/player/691679/nikita-prishchepovNikita Prishchepov2022,Nikita Prishchepov,Unsigned,F,qmjhl,Victoriaville Tigres,2022,0,17.57,3.59,3.83,0.27%,1.01%
https://www.eliteprospects.com/player/522470/daniel-hercikDaniel Hercik2022,Daniel Hercik,Unsigned,F,"czech-u20, czech2","HC Dynamo Pardubice U20, HC Stadion Vrchlabi",2022,1,18.34,,8.17,0.27%,1.59%
https://www.eliteprospects.com/player/517832/semyon-chistyakovSemyon Chistyakov2022,Semyon Chistyakov,Nashville Predators,D,khl,Avangard Omsk,2022,3,20.11,2.54,3.84,0.27%,1.26%
https://www.eliteprospects.com/player/394581/daniil-paranichevDaniil Paranichev2022,Daniil Paranichev,Unsigned,D,"nmhl, vhl","Ryazan-VDV, HK Ryazan",2022,3,20.7,1.24,6.04,0.27%,0.16%
https://www.eliteprospects.com/player/388210/damian-tyczynskiDamian Tyczynski2022,Damian Tyczynski,Unsigned,F,"slovakia, slovakia2","HK Spisska Nova Ves, HK Spartak Dubnica",2022,4,21.65,2.86,12.27,0.27%,0.46%
https://www.eliteprospects.com/player/550273/leon-okonkwo-pradaLeon Okonkwo Prada2022,Leon Okonkwo Prada,Unsigned,D,whl,Seattle Thunderbirds,2022,1,18.19,0.89,2.09,0.27%,0.88%
https://www.eliteprospects.com/player/535715/cale-ashcroftCale Ashcroft2022,Cale Ashcroft,Unsigned,D,ajhl,Sherwood Park Crusaders,2022,0,17.11,2.97,2.15,0.27%,2.37%
https://www.eliteprospects.com/player/277536/alexander-popovicAlex Popovic2022,Alex Popovic,Unsigned,D,"division-1, allsvenskan","Tegs SK, IF Bjorkloven",2022,3,20.36,2.07,3.92,0.27%,0.15%
https://www.eliteprospects.com/player/477207/marko-stachaMarko Stacha2022,Marko Stacha,Unsigned,D,whl,Kamloops Blazers,2022,2,19.49,1.66,3.86,0.27%,0.93%
https://www.eliteprospects.com/player/362363/paul-joubertPaul Joubert2022,Paul Joubert,Unsigned,F,france,Gap,2022,4,21,,12.12,0.27%,0.41%
https://www.eliteprospects.com/player/344925/lukas-soderlundLukas Soderlund2022,Lukas Soderlund,Unsigned,F,division-1,Surahammars IF,2022,4,21.58,0.95,11.05,0.27%,0.31%
https://www.eliteprospects.com/player/295617/drake-barnishDrake Barnish2022,Drake Barnish,Unsigned,F,usphl-premier,Cincinnati Jr. Cyclones,2022,2,19.84,1.87,8.64,0.27%,1.04%
https://www.eliteprospects.com/player/350001/andre-leeAndre Lee2022,Andre Lee,Los Angeles Kings,F,"ncaa, ahl","UMass-Lowell, Ontario Reign",2022,4,21.14,2.26,11.3,0.26%,7.04%
https://www.eliteprospects.com/player/483283/emile-chouinardEmile Chouinard2022,Emile Chouinard,Unsigned,D,qmjhl,Baie-Comeau Drakkar,2022,1,18.48,0.73,3.13,0.26%,1.17%
https://www.eliteprospects.com/player/722676/alexander-muromtsevAlex Muromtsev2022,Alex Muromtsev,Unsigned,F,belarus-vysshaya,Team Belarus U18,2022,0,17.02,1.78,4.94,0.26%,2.38%
https://www.eliteprospects.com/player/499514/aleksi-sinkkonenAleksi Sinkkonen2022,Aleksi Sinkkonen,Unsigned,F,"u20 sm-liiga, liiga, mestis","SaiPa U20, SaiPa, Kettera",2022,2,19.11,2.67,4.5,0.26%,0.82%
https://www.eliteprospects.com/player/351556/hudson-schandorHudson Schandor2022,Hudson Schandor,Unsigned,F,ncaa,Univ. of Connecticut,2022,3,20.96,2.89,10.21,0.26%,0.32%
https://www.eliteprospects.com/player/483394/lucas-brentonLucas Brenton2022,Lucas Brenton,Unsigned,D,whl,Moose Jaw Warriors,2022,1,18.4,0.62,3.36,0.26%,1.14%
https://www.eliteprospects.com/player/413300/jackson-juttingJackson Jutting2022,Jackson Jutting,Unsigned,F,ncaa,Colorado College,2022,3,20.55,2.97,4.54,0.26%,0.31%
https://www.eliteprospects.com/player/623841/ty-tuccittoTy Tuccitto2022,Ty Tuccitto,Unsigned,F,ushs-mn,Stillwater High,2022,0,17.05,2.37,2.05,0.26%,2.06%
https://www.eliteprospects.com/player/293795/elias-gunnarssonElias Gunnarsson2022,Elias Gunnarsson,Unsigned,D,allsvenskan,Tingsryds AIF,2022,5,22.11,0.81,2.3,0.26%,0.02%
https://www.eliteprospects.com/player/534243/valtteri-karnarantaValtteri Karnaranta2022,Valtteri Karnaranta,Unsigned,F,"u20 sm-liiga, liiga","Assat U20, Assat",2022,1,18.82,2.38,6.28,0.26%,0.38%
https://www.eliteprospects.com/player/385678/braden-doyleBraden Doyle2022,Braden Doyle,Los Angeles Kings,D,"ncaa, bchl","Boston Univ., Penticton Vees",2022,3,20.06,1.8,5.52,0.26%,2.07%
https://www.eliteprospects.com/player/424380/maxime-blanchardMaxime Blanchard2022,Maxime Blanchard,Unsigned,D,qmjhl,Sherbrooke Phoenix,2022,3,20.4,1.56,5.36,0.26%,0.24%
https://www.eliteprospects.com/player/489622/felix-paquetFelix Paquet2022,Felix Paquet,Unsigned,D,qmjhl,Val-d'Or Foreurs,2022,1,18.16,1.5,2.12,0.26%,0.44%
https://www.eliteprospects.com/player/564193/philipp-kreningPhilipp Krening2022,Philipp Krening,Unsigned,F,"alpshl, czech-u20","RB Hockey Juniors, RB Hockey Academy U18",2022,0,17.39,,4.99,0.26%,1.01%
https://www.eliteprospects.com/player/563882/simo-heinonenSimo Heinonen2022,Simo Heinonen,Unsigned,F,u20 sm-liiga,KooKoo U20,2022,1,18.07,3.06,6.03,0.26%,1.37%
https://www.eliteprospects.com/player/522920/ilya-trutnevIlya Trutnev2022,Ilya Trutnev,Unsigned,D,nmhl,Progress Glazov,2022,3,20.36,1.12,3.13,0.26%,0.04%
https://www.eliteprospects.com/player/419325/dylan-champagneDylan Champagne2022,Dylan Champagne,Unsigned,F,qjaaahl,Cegep Beauce-Appalaches Condors,2022,1,18.19,1.87,3.68,0.26%,0.80%
https://www.eliteprospects.com/player/472798/anton-davidssonAnton Davidsson2022,Anton Davidsson,Unsigned,D,division-2,Jonstorps IF,2022,1,18.04,1.12,3.01,0.26%,0.87%
