Player + Season,Player,Rights,Position,Leagues,Teams,Season ,Draft Year,Age,DY-1 NHLe,NHLe,Star %,Make %
https://www.eliteprospects.com/player/628982/oliver-mccloughOliver Mcclough2022,Oliver Mcclough,Unsigned,F,naphl-18u,Tri-State Spartans 18U AAA,2022,0,17.54,,0.47,0.02%,0.03%
https://www.eliteprospects.com/player/871699/vincent-rodriguesVincent Rodrigues2022,Vincent Rodrigues,Unsigned,F,pijhl,totals,2022,0,17.18,,0.07,0.02%,0.15%
https://www.eliteprospects.com/player/671476/devin-schmeckDevin Schmeck2022,Devin Schmeck,Unsigned,D,ushs-mn,Centennial High,2022,0,17.95,0,0.61,0.02%,0.02%
https://www.eliteprospects.com/player/796788/dagan-roseDagan Rose2022,Dagan Rose,Unsigned,F,naphl-18u,Tri-State Spartans 18U AAA 2,2022,0,17.1,,0.4,0.02%,0.04%
https://www.eliteprospects.com/player/712948/mikhail-kovalyovMikhail Kovalyov2022,Mikhail Kovalyov,Unsigned,F,mhl,MHK Atlant Mytishchi,2022,0,17.85,,2.26,0.02%,0.05%
https://www.eliteprospects.com/player/689599/caleb-aldersonCaleb Alderson2022,Caleb Alderson,Unsigned,F,ushs-mn,Moorhead High,2022,0,17.32,0,0.19,0.02%,0.06%
https://www.eliteprospects.com/player/647771/zack-gustavssonZack Gustavsson2022,Zack Gustavsson,Unsigned,D,"j18-div.2, j20-div.1","Kristianstads IK J18, Kristianstads IK J20",2022,0,17.33,0.21,0.27,0.02%,0.01%
https://www.eliteprospects.com/player/511938/isaac-kellerIsaac Keller2022,Isaac Keller,Unsigned,F,nahl,totals,2022,1,18.58,,2.33,0.02%,0.04%
https://www.eliteprospects.com/player/486642/simon-svenssonSimon Svensson2022,Simon Svensson,Unsigned,F,j20-elit,IF Troja-Ljungby J20,2022,0,17.95,1.04,0.61,0.02%,0.04%
https://www.eliteprospects.com/player/620337/yevgeni-deyevYevgeni Deyev2022,Yevgeni Deyev,Unsigned,F,nmhl,AKM-Junior Novomoskovsk,2022,0,17.19,4.79,0,0.02%,0.04%
https://www.eliteprospects.com/player/641503/jakub-cervenkaJakub Cervenka2022,Jakub Cervenka,Unsigned,F,czech-u20,HC Sparta Praha U20,2022,0,17.68,,1.01,0.02%,0.05%
https://www.eliteprospects.com/player/675208/sam-westSam West2022,Sam West,Unsigned,F,usphl-18u,CP Dynamo 18U AAA,2022,0,17.33,1.64,0.26,0.02%,0.05%
https://www.eliteprospects.com/player/707395/david-petrushkoDavid Petrushko2022,David Petrushko,Unsigned,F,belarus-vysshaya,totals,2022,2,19.11,,2.14,0.02%,0.01%
https://www.eliteprospects.com/player/713811/ilya-lokkoyevIlya Lokkoyev2022,Ilya Lokkoyev,Unsigned,F,"nmhl, mhl","Dynamo-Yunior St. Petersburg, MHK Dynamo St. Petersburg",2022,0,17.65,0,1.17,0.02%,0.05%
https://www.eliteprospects.com/player/722194/logan-pottsLogan Potts2022,Logan Potts,Unsigned,F,usphl-premier,Hershey Cubs,2022,0,17.94,1.09,1.06,0.02%,0.06%
https://www.eliteprospects.com/player/561982/sebastian-steklacSebastian Steklac2022,Sebastian Steklac,Unsigned,D,slovakia-u20,MHC Martin U20,2022,0,17.55,,0.72,0.02%,0.03%
https://www.eliteprospects.com/player/573561/simon-schroderSimon Schroder2022,Simon Schroder,Unsigned,D,j18-elit,Boras HC J18,2022,0,17.44,,0.28,0.02%,0.04%
https://www.eliteprospects.com/player/720345/colin-richardColin Richard2022,Colin Richard,Unsigned,F,ushs-prep,Thayer Academy,2022,0,17.83,,1.27,0.02%,0.04%
https://www.eliteprospects.com/player/505835/caden-stephensonCaden Stephenson2022,Caden Stephenson,Unsigned,F,pijhl,Delta Ice Hawks,2022,1,18.15,0.24,0.68,0.02%,0.04%
https://www.eliteprospects.com/player/566669/gabriel-parentGabriel Parent2022,Gabriel Parent,Unsigned,F,pijhl,Richmond Sockeyes,2022,2,19.69,0.75,1.63,0.02%,0.05%
https://www.eliteprospects.com/player/721120/wesley-grobWesley Grob2022,Wesley Grob,Unsigned,D,ushs-mn,New Ulm High,2022,0,17.11,,0.14,0.02%,0.03%
https://www.eliteprospects.com/player/646916/alexander-kaczorowskiAlex Kaczorowski2022,Alex Kaczorowski,Unsigned,F,mmhl,Interlake Lightning U18 AAA,2022,0,17,,1,0.02%,0.06%
https://www.eliteprospects.com/player/750195/anselm-gergAnselm Gerg2022,Anselm Gerg,Unsigned,F,germany3,SC Riessersee,2022,0,17.06,,0.41,0.02%,0.05%
https://www.eliteprospects.com/player/607519/tyson-doucetteTyson Doucette2022,Tyson Doucette,Unsigned,F,"nojhl, ojhl","Soo Thunderbirds, Aurora Tigers",2022,0,17.63,0.94,1.82,0.02%,0.05%
https://www.eliteprospects.com/player/651854/odaro-ewereOdaro Ewere2022,Odaro Ewere,Unsigned,F,ojhl,Stouffville Spirit,2022,0,17.95,,1.63,0.02%,0.05%
https://www.eliteprospects.com/player/509862/maurits-rapeli-anderssonMaurits Rapeli Andersson2022,Maurits Rapeli Andersson,Unsigned,F,j20-div.1,Linden Hockey J20,2022,2,19.04,0.59,0.88,0.02%,0.02%
https://www.eliteprospects.com/player/364536/jan-luthiJan Luthi2022,Jan Luthi,Unsigned,F,swissdiv1,SC Herisau,2022,3,20.86,0.39,1.27,0.02%,0.00%
https://www.eliteprospects.com/player/566498/sebastian-vasickoSebastian Vasicko2022,Sebastian Vasicko,Unsigned,F,"j20-div.1, j18-elit","Sandvikens IK J20, IFK Taby HC J18",2022,0,17.6,,0.38,0.02%,0.06%
https://www.eliteprospects.com/player/691933/jadon-kwiatkowskiJadon Kwiatkowski2022,Jadon Kwiatkowski,Unsigned,F,usphl-premier,Las Vegas Thunderbirds,2022,0,17.48,,1.96,0.02%,0.06%
https://www.eliteprospects.com/player/844279/liam-johnsonLiam Johnson2022,Liam Johnson,Unsigned,F,ushs-prep,Tabor Academy,2022,0,17.65,,0,0.02%,0.04%
https://www.eliteprospects.com/player/640246/jus-dobravecJus Dobravec2022,Jus Dobravec,Unsigned,F,slovenia,HD Jesenice Mladi,2022,1,18.71,,0,0.02%,0.02%
https://www.eliteprospects.com/player/656577/love-dahlkvistLove Dahlkvist2022,Love Dahlkvist,Unsigned,F,j18-div.2,Helsingborgs HC J18,2022,0,17.1,,0.1,0.02%,0.04%
https://www.eliteprospects.com/player/666870/antoine-gevryAntoine Gevry2022,Antoine Gevry,Unsigned,D,ushs-prep,Kents Hill School,2022,0,17.71,,0.42,0.02%,0.04%
https://www.eliteprospects.com/player/900254/josh-hooverJosh Hoover2022,Josh Hoover,Unsigned,F,ushs-mn,White Bear Lake High,2022,0,17.71,,0.22,0.02%,0.06%
https://www.eliteprospects.com/player/703033/egor-suslikEgor Suslik2022,Egor Suslik,Unsigned,F,j18-div.1,Vasby IK J18,2022,0,17.68,,0.3,0.02%,0.06%
https://www.eliteprospects.com/player/637988/viggo-hallinViggo Hallin2022,Viggo Hallin,Unsigned,F,j20-div.1,Visby/Roma J20,2022,0,17.66,0.56,0.13,0.02%,0.04%
https://www.eliteprospects.com/player/712009/maxim-alexandrinMaxim Alexandrin2022,Maxim Alexandrin,Unsigned,F,mhl,Taifun Primorsky Krai,2022,1,18.99,0.8,0.5,0.02%,0.03%
https://www.eliteprospects.com/player/761004/tyler-dunkelTyler Dunkel2022,Tyler Dunkel,Unsigned,F,naphl-18u,Tahoe Prep Academy,2022,0,17.59,0.53,0.45,0.02%,0.05%
https://www.eliteprospects.com/player/643506/alexander-kellerAlex Keller2022,Alex Keller,Unsigned,F,ushs-prep,Kimball Union Academy,2022,0,17.87,0.78,1.69,0.02%,0.05%
https://www.eliteprospects.com/player/640788/carter-coombsCarter Coombs2022,Carter Coombs,Unsigned,F,gojhl,Listowel Cyclones,2022,0,17.57,,0.74,0.02%,0.03%
https://www.eliteprospects.com/player/660410/nikita-holostovNikita Holostov2022,Nikita Holostov,Unsigned,D,"j18-div.2, j20-div.1","Osby IK J18, Osby IK J20",2022,0,17.7,,0.1,0.02%,0.04%
https://www.eliteprospects.com/player/880998/aiden-cloetAiden Cloet2022,Aiden Cloet,Unsigned,F,gojhl,Brantford Bandits,2022,0,17.33,,0.59,0.02%,0.03%
https://www.eliteprospects.com/player/573855/jonathan-cormierJonathan Cormier2022,Jonathan Cormier,Unsigned,D,mjahl,Grand Falls Rapids,2022,0,17.61,,0.39,0.02%,0.04%
https://www.eliteprospects.com/player/833106/maxim-shamshinMaxim Shamshin2022,Maxim Shamshin,Unsigned,F,nmhl,Sokol Kursk,2022,1,18.17,,0.89,0.02%,0.01%
https://www.eliteprospects.com/player/681846/maurin-hessMaurin Hess2022,Maurin Hess,Unsigned,D,swissdiv1,EHC Wetzikon,2022,0,17.31,,0.74,0.02%,0.03%
https://www.eliteprospects.com/player/830187/landon-burkettLandon Burkett2022,Landon Burkett,Unsigned,D,naphl-18u,Texas Tigers 18U AA,2022,0,17.24,,0.4,0.02%,0.03%
https://www.eliteprospects.com/player/661165/tyler-boudreauTyler Boudreau2022,Tyler Boudreau,Unsigned,D,ushs-prep,Northwood School,2022,0,17.81,,0,0.02%,0.05%
https://www.eliteprospects.com/player/608534/niko-makinenNiko Makinen2022,Niko Makinen,Unsigned,F,u18 sm-sarja,HPK U18,2022,0,17.51,0.33,2.21,0.02%,0.05%
https://www.eliteprospects.com/player/685297/alexander-bergquistAlex Bergquist2022,Alex Bergquist,Unsigned,F,naphl-18u,Monument Hockey Academy 18U,2022,0,17.82,,0.79,0.02%,0.04%
https://www.eliteprospects.com/player/657945/tomas-joklTomas Jokl2022,Tomas Jokl,Unsigned,F,czech-u20,HC Slavia Praha U20,2022,0,17.21,,0.35,0.02%,0.05%
https://www.eliteprospects.com/player/669213/rory-smithRory Smith2022,Rory Smith,Unsigned,D,"ushs-mn, naphl-18u","Cretin-Derham Hall, Chippewa Falls Steel 18U AAA",2022,0,17.68,,0.11,0.02%,0.04%
https://www.eliteprospects.com/player/762155/holden-beckettHolden Beckett2022,Holden Beckett,Unsigned,F,usphl-premier,Boston Advantage,2022,0,17.82,,0.77,0.02%,0.03%
https://www.eliteprospects.com/player/568004/oliver-thorenOliver Thoren2022,Oliver Thoren,Unsigned,F,"j20-div.1, j20-elit","Varmdo HC J20, Varmdo HC J20",2022,1,18.97,0.34,0.74,0.02%,0.02%
https://www.eliteprospects.com/player/870407/maxim-bondarMaxim Bondar2022,Maxim Bondar,Unsigned,D,belarus-vysshaya,Aviator Baranovichi,2022,0,17.96,,0.4,0.02%,0.04%
https://www.eliteprospects.com/player/727260/jacob-piferJacob Pifer2022,Jacob Pifer,Unsigned,D,naphl-18u,Madison Capitols 18U AAA,2022,0,17.66,,0.14,0.02%,0.04%
https://www.eliteprospects.com/player/730224/samuel-barrySamuel Barry2022,Samuel Barry,Unsigned,F,ushs-prep,Tabor Academy,2022,0,17.03,,0.11,0.02%,0.03%
https://www.eliteprospects.com/player/713347/kyle-ramspergerKyle Ramsperger2022,Kyle Ramsperger,Unsigned,D,etahl u18,Quinte Red Devils U18 AAA,2022,0,17.55,,0.12,0.02%,0.04%
https://www.eliteprospects.com/player/629763/brady-fitzpatrickBrady Fitzpatrick2022,Brady Fitzpatrick,Unsigned,F,usphl-premier,Cincinnati Jr. Cyclones,2022,1,18.87,,0.71,0.02%,0.01%
https://www.eliteprospects.com/player/691921/easton-sandbergEaston Sandberg2022,Easton Sandberg,Unsigned,D,vijhl,Port Alberni Bombers,2022,0,17.6,,0.45,0.02%,0.04%
https://www.eliteprospects.com/player/762709/jack-michaudJack Michaud2022,Jack Michaud,Unsigned,F,ushs-prep,St. Paul's School,2022,0,17.71,,0.19,0.02%,0.05%
https://www.eliteprospects.com/player/276370/josef-lindvallJosef Lindvall2022,Josef Lindvall,Unsigned,F,division-1,Kalix HC,2022,5,22.83,1.56,0,0.02%,0.02%
https://www.eliteprospects.com/player/571023/rylan-gibbsRylan Gibbs2022,Rylan Gibbs,Unsigned,F,mmhl,Parkland Rangers U18 AAA,2022,0,17.68,1.03,1.47,0.02%,0.05%
https://www.eliteprospects.com/player/709570/peetu-pitkakoskiPeetu Pitkakoski2022,Peetu Pitkakoski,Unsigned,D,u20 sm-liiga,Karhu-Kissat U20,2022,0,17.16,,0,0.02%,0.03%
https://www.eliteprospects.com/player/717984/renat-artyomenkoRenat Artyomenko2022,Renat Artyomenko,Unsigned,F,nmhl,GUOR Yaroslavl,2022,0,17.78,,2.25,0.02%,0.02%
https://www.eliteprospects.com/player/702990/wyatt-gibsonWyatt Gibson2022,Wyatt Gibson,Unsigned,F,gojhl,totals,2022,0,17.49,,0.73,0.02%,0.04%
https://www.eliteprospects.com/player/640845/jacob-couchieJacob Couchie2022,Jacob Couchie,Unsigned,F,gojhl,Strathroy Rockets,2022,0,17.7,,0.73,0.02%,0.05%
https://www.eliteprospects.com/player/621102/alen-jurakAlen Jurak2022,Alen Jurak,Unsigned,F,czech-u20,Pirati Chomutov U20,2022,0,17.96,,0.4,0.02%,0.03%
https://www.eliteprospects.com/player/570135/oscar-axelssonOscar Axelsson2022,Oscar Axelsson,Unsigned,F,j20-div.1,Jonstorps IF J20,2022,0,17.85,,0.68,0.02%,0.03%
https://www.eliteprospects.com/player/668061/luke-powerLuke Power2022,Luke Power,Unsigned,D,cahs,Gonzaga Vikings,2022,0,17.71,,0.29,0.02%,0.04%
https://www.eliteprospects.com/player/505800/joey-hadenJoey Haden2022,Joey Haden,Unsigned,F,kijhl,Kimberley Dynamiters,2022,0,17.85,0.66,0.81,0.02%,0.03%
https://www.eliteprospects.com/player/729364/evan-streeterEvan Streeter2022,Evan Streeter,Unsigned,F,ushs-mn,Mounds View High,2022,0,17.25,0.59,1.67,0.02%,0.07%
https://www.eliteprospects.com/player/708267/arsenti-polshkovArsenti Polshkov2022,Arsenti Polshkov,Unsigned,F,nmhl,Dizelist Penza,2022,0,17.65,,0.82,0.02%,0.04%
https://www.eliteprospects.com/player/830013/semyon-shapurkoSemyon Shapurko2022,Semyon Shapurko,Unsigned,F,belarus-vysshaya,Neman Grodno-2,2022,1,18.67,,1.88,0.02%,0.01%
https://www.eliteprospects.com/player/579431/marek-molnarMarek Molnar2022,Marek Molnar,Unsigned,F,"slovakia-u18, slovakia-u20","HKM Zvolen U18, HKM Zvolen U20",2022,0,17.52,,1.14,0.02%,0.04%
https://www.eliteprospects.com/player/637585/kenny-corraoKenny Corrao2022,Kenny Corrao,Unsigned,F,usphl-premier,P.A.L. Junior Islanders,2022,0,17.89,,0.72,0.02%,0.02%
https://www.eliteprospects.com/player/562235/jonathan-kronbergJonathan Kronberg2022,Jonathan Kronberg,Unsigned,F,cchl,Nepean Raiders,2022,0,17.64,,0,0.02%,0.06%
https://www.eliteprospects.com/player/508044/arttu-nurminenArttu Nurminen2022,Arttu Nurminen,Unsigned,F,j20-elit,Kalix HC J20,2022,2,19.11,,0.28,0.02%,0.02%
https://www.eliteprospects.com/player/746188/liam-martinLiam Martin2022,Liam Martin,Unsigned,F,ushs-prep,Berwick Academy,2022,0,17.79,,1.4,0.02%,0.03%
https://www.eliteprospects.com/player/645982/neo-kellanderNeo Kellander2022,Neo Kellander,Unsigned,D,"j18-div.2, j20-div.1","Morrums GoIS J18, Morrums GoIS J20",2022,0,17.66,,0.12,0.02%,0.04%
https://www.eliteprospects.com/player/718888/remy-reynoldsRemy Reynolds2022,Remy Reynolds,Unsigned,F,ushs-prep,Taft School,2022,0,17.98,0.47,0.32,0.02%,0.03%
https://www.eliteprospects.com/player/815265/artyom-gorbelArtyom Gorbel2022,Artyom Gorbel,Unsigned,F,belarus-vysshaya,HK Bobruisk-2,2022,0,17.04,0.97,0,0.02%,0.04%
https://www.eliteprospects.com/player/878348/kobe-tanuyakKobe Tanuyak2022,Kobe Tanuyak,Unsigned,F,mmhl,Norman Northstars U18 AAA,2022,0,17.55,,0.65,0.02%,0.11%
https://www.eliteprospects.com/player/725477/jaakko-makelainenJaakko Makelainen2022,Jaakko Makelainen,Unsigned,F,u18 sm-sarja,TUTO Hockey U18,2022,0,17.44,,1.5,0.02%,0.03%
https://www.eliteprospects.com/player/690307/aidan-khamisAidan Khamis2022,Aidan Khamis,Unsigned,F,ushs-prep,St. Mark's School,2022,0,17.36,,0.09,0.02%,0.05%
https://www.eliteprospects.com/player/583450/rylan-hildebrandRylan Hildebrand2022,Rylan Hildebrand,Unsigned,D,amhl,Sherwood Park Kings U18 AAA,2022,0,17.71,,0.4,0.02%,0.04%
https://www.eliteprospects.com/player/647785/albin-melinAlbin Melin2022,Albin Melin,Unsigned,F,j18-div.1,Alvesta SK J18,2022,0,17.03,0,0.3,0.02%,0.12%
https://www.eliteprospects.com/player/647541/tommy-williamsTommy Williams2022,Tommy Williams,Unsigned,F,pijhl,totals,2022,0,17.32,,0.36,0.02%,0.03%
https://www.eliteprospects.com/player/573351/auston-lourencoAuston Lourenco2022,Auston Lourenco,Unsigned,D,mmhl,Interlake Lightning U18 AAA,2022,0,17.11,,0.33,0.02%,0.03%
https://www.eliteprospects.com/player/537684/alexander-gullichsenAlex Gullichsen2022,Alex Gullichsen,Unsigned,F,u20 sm-liiga,Lukko U20,2022,1,18.72,1.2,1.59,0.02%,0.02%
https://www.eliteprospects.com/player/599231/william-vadgrenWilliam Vadgren2022,William Vadgren,Unsigned,F,j20-elit,Boras HC J20,2022,0,17.85,0.97,0.1,0.02%,0.06%
https://www.eliteprospects.com/player/925566/alex-elsonAlex Elson2022,Alex Elson,Unsigned,F,ushs-prep,Middlesex School,2022,0,17.63,,0,0.02%,0.02%
https://www.eliteprospects.com/player/667676/daniil-svintalskyDaniil Svintalsky2022,Daniil Svintalsky,Unsigned,F,kazakhstan,HK Temirtau,2022,0,17.57,,0,0.02%,0.05%
https://www.eliteprospects.com/player/639698/adam-palomequeAdam Palomeque2022,Adam Palomeque,Unsigned,F,usphl-18u,Skipjacks Hockey Club 18U AAA,2022,0,17.96,,0.38,0.02%,0.03%
https://www.eliteprospects.com/player/795843/luke-mooreLuke Moore2022,Luke Moore,Unsigned,F,usphl-premier,Northern Colorado Eagles,2022,0,17.84,,0.55,0.02%,0.02%
https://www.eliteprospects.com/player/668820/eddie-kolsterEddie Kolster2022,Eddie Kolster,Unsigned,F,u18 sm-sarja,HIFK U18,2022,0,17.6,0.59,1.09,0.02%,0.05%
https://www.eliteprospects.com/player/417652/riley-macdougallRiley Macdougall2022,Riley Macdougall,Unsigned,F,mjahl,Summerside Western Capitals,2022,1,18.93,0.92,0.58,0.02%,0.02%
https://www.eliteprospects.com/player/565819/jake-fullertonJake Fullerton2022,Jake Fullerton,Unsigned,D,nojhl,Powassan VooDoos,2022,0,17.44,,0.41,0.02%,0.03%
https://www.eliteprospects.com/player/753985/j.c.-carterJ.C. Carter2022,J.C. Carter,Unsigned,F,naphl-18u,Littleton Hawks 18U AA,2022,0,17.7,,0,0.02%,0.04%
https://www.eliteprospects.com/player/657797/atle-johanssonAtle Johansson2022,Atle Johansson,Unsigned,F,"j18-div.1, j20-div.1, j18-elit","totals, Skutskars SK J20, Valbo HC J18",2022,0,17.5,0.2,0.38,0.02%,0.06%
https://www.eliteprospects.com/player/690371/toivo-nummelaToivo Nummela2022,Toivo Nummela,Unsigned,D,u18 sm-sarja,HPK U18,2022,0,17.27,,0.77,0.02%,0.03%
https://www.eliteprospects.com/player/555843/teodor-forssanderTeodor Forssander2022,Teodor Forssander,Unsigned,F,"j18-elit, superelit, j18 allsvenskan","Frolunda HC J18, Frolunda HC J20, Frolunda HC J18",2022,0,17.39,1.51,3.19,0.02%,0.03%
https://www.eliteprospects.com/player/565308/eemeli-boeliusEemeli Boelius2022,Eemeli Boelius,Unsigned,F,u20 sm-liiga,Assat U20,2022,0,17.84,,0,0.02%,0.04%
https://www.eliteprospects.com/player/639745/matej-gregaMatej Grega2022,Matej Grega,Unsigned,F,"j18-elit, j20-elit","Nykopings SK J18, Nykopings SK J20",2022,0,17.56,,1.43,0.02%,0.05%
https://www.eliteprospects.com/player/470914/pontus-kallenbackPontus Kallenback2022,Pontus Kallenback,Unsigned,F,"division-2, j20-elit","IFK Hallsberg, IFK Hallsberg J20",2022,2,19.32,1.19,0.6,0.02%,0.03%
https://www.eliteprospects.com/player/612609/connor-chapmanConnor Chapman2022,Connor Chapman,Unsigned,F,naphl-18u,CarShield AAA 18U,2022,0,17.66,0.37,0.12,0.02%,0.04%
https://www.eliteprospects.com/player/561212/lukas-svenssonLukas Svensson2022,Lukas Svensson,Unsigned,F,"j18-div.1, j20-div.1","Olofstroms IK J18, Olofstroms IK J20",2022,1,18.15,0.04,0.38,0.02%,0.02%
https://www.eliteprospects.com/player/595076/filip-lidmanFilip Lidman2022,Filip Lidman,Unsigned,D,j18-div.1,IK Oskarshamn J18,2022,0,17.55,,0.17,0.02%,0.04%
https://www.eliteprospects.com/player/541125/brady-nanceBrady Nance2022,Brady Nance,Unsigned,F,usphl-premier,Steele County Blades,2022,0,17.79,1.64,0.96,0.02%,0.06%
https://www.eliteprospects.com/player/470907/max-eklundMax Eklund2022,Max Eklund,Unsigned,F,j20-elit,IFK Hallsberg J20,2022,2,19.35,0.49,0.66,0.02%,0.02%
https://www.eliteprospects.com/player/655452/linus-johanssonLinus Johansson2022,Linus Johansson,Unsigned,F,"j18-div.2, j20-div.1","Kristianstads IK J18, Kristianstads IK J20",2022,0,17.1,0.07,0.24,0.02%,0.07%
https://www.eliteprospects.com/player/344998/adam-jernbergAdam Jernberg2022,Adam Jernberg,Unsigned,F,division-2,Jonstorps IF,2022,3,20.74,0.79,0.78,0.02%,0.02%
https://www.eliteprospects.com/player/710764/malte-hugMalte Hug2022,Malte Hug,Unsigned,F,"j18-div.1, j20-div.1","Hille/Abyggeby IK J18, Hille/Abyggeby IK J20",2022,0,17.26,0.4,0.81,0.02%,0.03%
https://www.eliteprospects.com/player/675222/nick-goodwinNick Goodwin2022,Nick Goodwin,Unsigned,F,mjahl,Valley Wildcats,2022,0,17.98,0.75,0.69,0.02%,0.04%
https://www.eliteprospects.com/player/763356/samuel-pramenkoSamuel Pramenko2022,Samuel Pramenko,Unsigned,F,ushs-mn,Eden Prairie High,2022,0,17.3,,0.2,0.02%,0.09%
https://www.eliteprospects.com/player/707937/gleb-shishkovGleb Shishkov2022,Gleb Shishkov,Unsigned,F,mhl,Chaika Nizhny Novgorod,2022,0,17.59,,0,0.02%,0.05%
https://www.eliteprospects.com/player/761064/clint-thwaitesClint Thwaites2022,Clint Thwaites,Unsigned,F,usphl-premier,Ontario Jr Reign,2022,1,18.66,,0.37,0.02%,0.02%
https://www.eliteprospects.com/player/573363/andrew-thevenotAndrew Thevenot2022,Andrew Thevenot,Unsigned,F,mmhl,Interlake Lightning U18 AAA,2022,0,17.62,,0.73,0.02%,0.04%
https://www.eliteprospects.com/player/641442/patrik-ulbrichtPatrik Ulbricht2022,Patrik Ulbricht,Unsigned,D,czech-u20,HC Kometa Brno U20,2022,0,17.63,,0.38,0.02%,0.03%
https://www.eliteprospects.com/player/561015/hayden-raycroftHayden Raycroft2022,Hayden Raycroft,Unsigned,D,ushs-prep,Westminster Prep,2022,0,18,,0,0.02%,0.05%
https://www.eliteprospects.com/player/560618/matej-kvasnickaMatej Kvasnicka2022,Matej Kvasnicka,Unsigned,F,czech-u20,HC Slavia Praha U20,2022,0,17.75,,1.18,0.02%,0.05%
https://www.eliteprospects.com/player/796790/charlie-nelsonCharlie Nelson2022,Charlie Nelson,Unsigned,F,naphl-18u,Tri-State Spartans 18U AAA 2,2022,0,17.32,,0.4,0.02%,0.02%
https://www.eliteprospects.com/player/691922/jarred-feistJarred Feist2022,Jarred Feist,Unsigned,F,ajhl,Whitecourt Wolverines,2022,0,17.68,,0.58,0.02%,0.08%
https://www.eliteprospects.com/player/641005/veeti-vahakainuVeeti Vahakainu2022,Veeti Vahakainu,Unsigned,F,u20 sm-liiga,Hermes U20,2022,0,17.98,,0.85,0.02%,0.03%
https://www.eliteprospects.com/player/796087/kiaran-olsonKiaran Olson2022,Kiaran Olson,Unsigned,F,naphl-18u,totals,2022,0,17.16,0.43,0.72,0.02%,0.03%
https://www.eliteprospects.com/player/477624/easton-elmerEaston Elmer2022,Easton Elmer,Unsigned,F,pijhl,Richmond Sockeyes,2022,2,19.76,0.78,1.39,0.02%,0.02%
https://www.eliteprospects.com/player/647389/max-steiner-lundgrenMax Steiner Lundgren2022,Max Steiner Lundgren,Unsigned,F,j18-elit,Vannas HC J18,2022,0,17.56,,1.37,0.02%,0.03%
https://www.eliteprospects.com/player/406447/edvin-karlssonEdvin Karlsson2022,Edvin Karlsson,Unsigned,F,j20-div.1,Avesta BK J20,2022,2,19.42,0.57,1.18,0.02%,0.04%
https://www.eliteprospects.com/player/644696/kavi-shah-hempelKavi Shah-Hempel2022,Kavi Shah-Hempel,Unsigned,D,naphl-18u,Chicago Jets 18U AA,2022,0,17.85,,1.59,0.02%,0.03%
https://www.eliteprospects.com/player/526244/volodymyr-volkovVolodymyr Volkov2022,Volodymyr Volkov,Unsigned,D,"slovakia-u18, slovakia-u20","HC Slovan Bratislava U18, HC Slovan Bratislava U20",2022,0,17.56,,1.1,0.02%,0.03%
https://www.eliteprospects.com/player/707393/ilya-urbanovichIlya Urbanovich2022,Ilya Urbanovich,Unsigned,F,belarus-vysshaya,HK Bobruisk-2,2022,2,19.09,,0.95,0.02%,0.03%
https://www.eliteprospects.com/player/881521/benjamin-armatageBenjamin Armatage2022,Benjamin Armatage,Unsigned,F,etahl u18,Barrie Colts U18 AAA,2022,0,17.57,,0.19,0.02%,0.03%
https://www.eliteprospects.com/player/692457/samuel-diestroSamuel Diestro2022,Samuel Diestro,Unsigned,F,bcmml,Valley West Giants U18 AAA,2022,0,17.11,,0.78,0.02%,0.03%
https://www.eliteprospects.com/player/782863/nikita-suvorovNikita Suvorov2022,Nikita Suvorov,Unsigned,D,j20-div.1,Hofors HC J20,2022,0,17.54,,0.32,0.02%,0.03%
https://www.eliteprospects.com/player/706108/lucas-husted-leszkowiczLucas Husted Leszkowicz2022,Lucas Husted Leszkowicz,Unsigned,F,j18-div.1,Nacka HK J18 2,2022,0,17.61,0.29,0.63,0.02%,0.04%
https://www.eliteprospects.com/player/601229/oliver-stenbacksOliver Stenbacks2022,Oliver Stenbacks,Unsigned,F,division-4,Gnesta IK,2022,3,20.45,0.57,0.3,0.02%,0.01%
https://www.eliteprospects.com/player/541516/olov-hedlundOlov Hedlund2022,Olov Hedlund,Unsigned,F,j20-elit,Tegs SK J20,2022,2,19.4,0.48,2.92,0.02%,0.04%
https://www.eliteprospects.com/player/699592/fyodor-yefimovFyodor Yefimov2022,Fyodor Yefimov,Unsigned,F,nmhl,SKA-GUOR Kareliya Kondopoga,2022,0,17.73,,0,0.02%,0.05%
https://www.eliteprospects.com/player/578250/xzander-pierceXzander Pierce2022,Xzander Pierce,Unsigned,F,mjahl,Fredericton Red Wings,2022,0,17.43,0.17,0.97,0.02%,0.04%
https://www.eliteprospects.com/player/559563/marek-krockerMarek Krocker2022,Marek Krocker,Unsigned,F,"germany3, czech-u20","Herforder EV, HC Litvinov U20",2022,1,18.43,,2.03,0.02%,0.04%
https://www.eliteprospects.com/player/707099/elmer-hanssonElmer Hansson2022,Elmer Hansson,Unsigned,D,j18-div.1,Visby/Roma J18,2022,0,17.28,,0.23,0.02%,0.03%
https://www.eliteprospects.com/player/708864/ben-shermanBen Sherman2022,Ben Sherman,Unsigned,F,usphl-premier,Boston Advantage,2022,1,18.42,1.64,0,0.02%,0.02%
https://www.eliteprospects.com/player/824698/evan-hansenEvan Hansen2022,Evan Hansen,Unsigned,F,ushs-mn,Shakopee High,2022,0,17.11,0.7,0.2,0.02%,0.06%
